Wall time,Step,Value
1671097816.3048723,0,1.2510427236557007
1671098068.4807918,1,0.7544358372688293
1671098330.3740172,2,0.6222863793373108
1671098587.587442,3,0.5607144832611084
1671098837.1619573,4,0.5203642249107361
1671099086.9119377,5,0.4619204103946686
1671099336.8845432,6,0.40609103441238403
1671099586.6343372,7,0.37036800384521484
1671099837.3221972,8,0.34452953934669495
1671100127.4542365,9,0.31154999136924744
1671100374.12758,10,0.282749742269516
1671100620.2866821,11,0.25761711597442627
1671100866.8556635,12,0.2386806458234787
1671101114.0312178,13,0.21285395324230194
1671101360.9035323,14,0.20059899985790253
1671101607.0804503,15,0.18315979838371277
1671101853.234784,16,0.17034417390823364
1671102099.9492667,17,0.14532776176929474
1671102361.5746117,18,0.13699886202812195
1671102607.8310711,19,0.12497959285974503
1671102854.3284664,20,0.11515294015407562
1671103080.7657988,21,0.11172009259462357
1671103263.6152542,22,0.09747064113616943
1671103446.0109503,23,0.09573015570640564
1671103628.4666219,24,0.08448466658592224
1671103810.9190876,25,0.08226892352104187
1671103992.9999266,26,0.07946112006902695
1671104175.0091612,27,0.07423082739114761
1671104357.514804,28,0.0651068240404129
1671104540.0802724,29,0.06690122932195663
1671104722.5630589,30,0.058742422610521317
1671104904.7792873,31,0.05691372975707054
1671105087.276026,32,0.048239681869745255
1671105269.6996675,33,0.05218479782342911
1671105452.4915426,34,0.05313798040151596
1671105634.8151724,35,0.04778365418314934
1671105817.4198856,36,0.042793408036231995
1671106000.0728376,37,0.04308421537280083
1671106182.7628493,38,0.03862173110246658
1671106365.7818594,39,0.03735022246837616
1671106548.1978867,40,0.035615723580121994
1671106730.865942,41,0.028978297486901283
1671106913.2965114,42,0.034897975623607635
1671107095.7796378,43,0.02546132728457451
1671107278.1946356,44,0.025693412870168686
1671107461.072688,45,0.031073177233338356
1671107643.9532964,46,0.02201065421104431
1671107826.9538898,47,0.020054396241903305
1671108009.4259176,48,0.02143625169992447
1671108192.0199995,49,0.02210935205221176
1671108374.4851406,50,0.020297810435295105
1671108556.9496832,51,0.017378151416778564
1671108739.4097216,52,0.014047847129404545
1671108921.850689,53,0.017109451815485954
1671109104.298714,54,0.010913249105215073
1671109286.7108138,55,0.011780316941440105
1671109469.2328696,56,0.015082300640642643
1671109651.8124166,57,0.006276373285800219
1671109834.31396,58,0.013703154399991035
1671110016.9896166,59,0.010887356474995613
1671110199.8639965,60,0.004620300140231848
1671110382.69402,61,0.008238009177148342
1671110565.5200303,62,0.010288924910128117
1671110748.8347414,63,0.004350639414042234
1671110932.507754,64,0.0006077609141357243
1671111114.8668091,65,0.0001284207246499136
1671111297.1586795,66,8.538053225493059e-05
1671111479.6297185,67,7.393777195829898e-05
1671111662.1067536,68,6.647442933171988e-05
1671111844.5058494,69,6.0436243074946105e-05
1671112026.7924132,70,5.519866681424901e-05
1671112209.2361083,71,5.035565482103266e-05
1671112391.4181197,72,4.58761423942633e-05
1671112573.9152648,73,4.173133129370399e-05
1671112756.170055,74,3.782392377615906e-05
1671112938.4381654,75,3.4243206755490974e-05
1671113120.8692217,76,3.0906565370969474e-05
1671113303.5128126,77,2.7870781195815653e-05
1671113486.3788123,78,2.5033485144376755e-05
1671113669.1578376,79,2.2486190573545173e-05
1671113851.6777482,80,2.01798520720331e-05
1671114033.910288,81,1.8099643057212234e-05
1671114216.0880852,82,1.6256353774224408e-05
1671114398.1816905,83,1.4605445358029101e-05
1671114580.2242074,84,1.3135396329744253e-05
1671114763.0977666,85,1.185230394185055e-05
1671114945.3258095,86,1.0712125913414638e-05
1671115127.7768826,87,9.715635314933024e-06
1671115309.988447,88,8.850709491525777e-06
1671115492.280988,89,8.098548278212547e-06
1671115674.5254698,90,7.4478834903857205e-06
1671115857.0220313,91,6.896288141433615e-06
1671116039.2509418,92,6.4261625993822236e-06
1671116222.1010153,93,6.041939286660636e-06
1671116404.939567,94,5.7244592426286545e-06
1671116587.3737466,95,5.47522586202831e-06
1671116769.8543425,96,5.290634362609126e-06
1671116952.521843,97,5.163906280358788e-06
1671117134.7209554,98,5.085340944788186e-06
1671117317.006021,99,5.050268555351067e-06
